start,end,start_time,end_time,start_location,end_location
27453,32756,2018/12/18 23:00,2019/1/6 21:20,巴拿馬,釜山(韓國)
43884,49407,2019/2/26 14:20,2019/3/18 06:35,巴拿馬,釜山(韓國)
60935,66640,2019/5/6 15:20,2019/5/28 10:25,巴拿馬,釜山(韓國)
82045,86977,2019/7/22 13:55,2019/8/8 20:10,巴拿馬,釜山(韓國)
98937,103311,2019/9/28 17:45,2019/10/18 04:30,巴拿馬,釜山(韓國)
173726,177666,2020/8/4 01:35,2020/8/17 23:40,奧克蘭(美國),基隆
