start,end,start_time,end_time,start_location,end_location
1,2663,2018/8/4 12:05,2018/8/16 20:10,寧波(中國),曼薩尼羅港(墨西哥)
17151,21952,2018/11/11 12:00,2018/11/28 08:00,上海(中國),巴拿馬
35827,38973,2019/1/18 15:20,2019/2/5 16:00,上海(中國),巴拿馬
52100,55522,2019/3/29 06:05,2019/4/17 02:45,上海(中國),巴拿馬
69428,74482,2019/6/8 09:00,2019/6/26 02:10,上海(中國),巴拿馬
89865,92709,2019/8/19 06:55,2019/9/5 01:00,上海(中國),巴拿馬
170641,173142,2020/7/16 01:40,2020/7/28 15:55,基隆,長堤(美國)
