start,end,start_time,end_time,start_location,end_location
9856,14315,2019/7/15 06:55,2019/8/1 20:25,寧波(中國),曼薩尼約(墨西哥)
27274,30854,2019/9/25 16:05,2019/10/11 23:30,寧波(中國),曼薩尼約(墨西哥)
41011,46749,2019/12/1 03:50,2019/12/29 09:40,寧波(中國),曼薩尼約(墨西哥)
