start,end,start_time,end_time,start_location,end_location
20471,25533,2019/9/7 20:00,2019/9/26 10:35,洋山（中國）,科隆（巴拿馬）
42065,45693,2019/11/26 01:25,2019/12/8 23:00,鹽田（中國）,塔科馬（美國）
48966,51666,2020/1/16 21:40,2020/1/26 11:35,鹽田（中國）,塔科馬（美國）
63612,67272,2020/3/9 16:30,2020/3/23 21:20,鹽田（中國）,塔科馬（美國）
78499,82732,2020/5/7 03:35,2020/5/21 20:20,鹽田（中國）,塔科馬（美國）
