start,end,start_time,end_time,start_location,end_location
3188,8484,2019/6/13 04:15,2019/7/8 02:05,聖安東尼奧(智利),香港(中國)
19272,24872,2019/8/22 07:00,2019/9/15 23:40,聖安東尼奧(智利),香港(中國)
34294,39460,2019/10/24 21:30,2019/11/25 10:05,卡亞俄(祕魯),鹽田(中國)
