start,end,start_time,end_time,start_location,end_location
13515,18087,2018/3/4 18:00,2018/3/20 23:55,科隆（巴拿馬）,寧波（中國）
26774,31923,2018/5/10 17:15,2018/5/28 23:55,科隆（巴拿馬）,釜山（韓國）
43146,49092,2019/8/4 19:25,2019/8/26 23:55,科隆（巴拿馬）,釜山（韓國）
53612,58416,2019/10/13 12:20,2020/1/2 03:25,溫哥華（加拿大）,高雄（臺灣）
76341,81272,2020/4/13 00:25,2020/4/30 03:20,羅伯茨角（加拿大）,高雄（臺灣）
103269,106296,2020/7/28 20:55,2020/8/12 11:05,奧克蘭（美國）,釜山（韓國）
