start,end,start_time,end_time,start_location,end_location,way
3188,8484,2019/6/13 04:15,2019/7/8 02:05,聖安東尼奧(智利),香港(中國),W
9856,14315,2019/7/15 06:55,2019/8/1 20:25,寧波(中國),曼薩尼約(墨西哥),E
19272,24872,2019/8/22 07:00,2019/9/15 23:40,聖安東尼奧(智利),香港(中國),W
27274,30854,2019/9/25 16:05,2019/10/11 23:30,寧波(中國),曼薩尼約(墨西哥),E
34294,39460,2019/10/24 21:30,2019/11/25 10:05,卡亞俄(祕魯),鹽田(中國),W
41011,46749,2019/12/1 03:50,2019/12/29 09:40,寧波(中國),曼薩尼約(墨西哥),E
